  x,y,z,rho,u,v,w,p
     5.924873,      8.154891,      0.000000,      0.283332,    396.228363,   -288.068054,      0.000000,  14627.217773
     6.066295,      8.050251,      0.000000,      0.282129,    391.522186,   -295.272736,      0.000000,  14542.016602
     6.205873,      7.943151,      0.000000,      0.281573,    386.398499,   -302.182373,      0.000000,  14503.480469
     6.343545,      7.833632,      0.000000,      0.281796,    380.826630,   -308.741821,      0.000000,  14521.225586
     6.479303,      7.721734,      0.000000,      0.282870,    374.798981,   -314.903992,      0.000000,  14600.384766
     6.613075,      7.607477,      0.000000,      0.284830,    368.310730,   -320.630188,      0.000000,  14744.119141
     6.744840,      7.490901,      0.000000,      0.287724,    361.376709,   -325.888947,      0.000000,  14956.459961
     6.874540,      7.372048,      0.000000,      0.291517,    354.040314,   -330.669708,      0.000000,  15235.878906
     7.002153,      7.250947,      0.000000,      0.296127,    346.373962,   -334.994385,      0.000000,  15577.327148
     7.127639,      7.127639,      0.000000,      0.301365,    338.477509,   -338.930420,      0.000000,  15968.027344
     7.250947,      7.002162,      0.000000,      0.306975,    330.453857,   -342.570557,      0.000000,  16389.638672
     7.372048,      6.874540,      0.000000,      0.312711,    322.407440,   -346.018768,      0.000000,  16824.130859
     7.490901,      6.744840,      0.000000,      0.318289,    314.442566,   -349.390289,      0.000000,  17249.968750
     7.607477,      6.613075,      0.000000,      0.323432,    306.638092,   -352.798035,      0.000000,  17645.474609
     7.721734,      6.479303,      0.000000,      0.327922,    299.041840,   -356.332367,      0.000000,  17993.195312
     7.833632,      6.343555,      0.000000,      0.331617,    291.672119,   -360.052063,      0.000000,  18281.310547
     7.943151,      6.205873,      0.000000,      0.334456,    284.528442,   -363.989899,      0.000000,  18504.103516
     8.050251,      6.066295,      0.000000,      0.336411,    277.590454,   -368.150604,      0.000000,  18658.845703
     8.154891,      5.924873,      0.000000,      0.337548,    270.825439,   -372.515228,      0.000000,  18750.193359
     8.257051,      5.781656,      0.000000,      0.337938,    264.200256,   -377.061646,      0.000000,  18783.431641
     8.356703,      5.636665,      0.000000,      0.337651,    257.672821,   -381.762970,      0.000000,  18763.949219
     8.453804,      5.489961,      0.000000,      0.336797,    251.197815,   -386.578308,      0.000000,  18700.312500
     8.548324,      5.341584,      0.000000,      0.335501,    244.737930,   -391.456512,      0.000000,  18602.431641
     8.640243,      5.191583,      0.000000,      0.333889,    238.269089,   -396.358093,      0.000000,  18480.121094
